"","X.2","X.1","X","run_id","timestamp_new","longitude","latitude","pm_ch1_perL","pm_ch2_perL","pm_ch3_perL","pm_ch4_perL","pm_ch5_perL","pm_ch6_perL","point_geojson","line_geojson","no_ppb_8sMedian","no2_ppb_8sMedian","o3_ppb_8sMedian","o3_ppb_32sMedian","co_ppm__8sMedian","co2_ppm_8sMedian","pm25_8sMedian","pnc_ch1_w8_rolling_median","pnc_ch2_w8_rolling_median","pnc_ch3_w8_rolling_median","pnc_ch4_w8_rolling_median","pnc_ch5_w8_rolling_median","pnc_ch6_w8_rolling_median","datetime_y","datetime_m","datetime_d","datetime_h","datetime_min","datetime_sec","datetime_wd","date_m","wday","NO2_8s","O3_8s","CO_8s","Date"
"14954",14954,14954,24728,"20210602_082038_L15670","2021-06-02 08:17:39",-6.2348821313295,53.3373760502034,69540,4140,840,540,300,360,"[-6.2348821313295,53.3373760502034]","[-6.23491467498622,53.3373938069847],[-6.23491467498622,53.3373938069847],[-6.23491467498622,53.3373938069847],[-6.23491467498622,53.3373938069847],[-6.2349146841744,53.3373938107567],[-6.23491497337026,53.3373939673302],[-6.23490553618003,53.3373884713454],[-6.2348821313295,53.3373760502034]",4.8,2.6,44.746,45.969,0.4695,448.8235,14.2506521821524,68490,4080,840,480,330,360,2021,6,2,8,17,39,"Wed","Jun","Wed",14.1525,89.2995922,0.5381409,"2021-06-02"
"14955",14955,14955,24729,"20210602_082038_L15670","2021-06-02 08:17:47",-6.23431926045926,53.3371819427215,241680,15540,2760,1200,360,300,"[-6.23431926045926,53.3371819427215]","[-6.23485341655206,53.3373623110731],[-6.23481590166263,53.3373440436478],[-6.23476273584783,53.3373200952899],[-6.23468925725342,53.3372854672913],[-6.23460431253976,53.3372416872585],[-6.23451741220356,53.3372021576757],[-6.2344231961008,53.337180870541],[-6.23431926045926,53.3371819427215]",21.6515,2.6,48.305,45.969,0.469,448.2665,16.0081318392694,70290,3960,1140,600,390,390,2021,6,2,8,17,47,"Wed","Jun","Wed",46.38099375,96.4022885,0.5375678,"2021-06-02"
"14956",14956,14956,24730,"20210602_082038_L15670","2021-06-02 08:17:55",-6.233230780468,53.3372345322859,67680,4680,1200,540,420,540,"[-6.233230780468,53.3372345322859]","[-6.23420317986229,53.3371917929442],[-6.23407409607159,53.3372008671259],[-6.23394030765029,53.3372081597427],[-6.23380692619017,53.3372156763935],[-6.23367157207857,53.3372211315377],[-6.23353191732521,53.3372261732399],[-6.23338343401189,53.3372312877327],[-6.233230780468,53.3372345322859]",4.8,2.6,50.308,46.859,0.467,451.612,17.8962012699832,77700,5670,1320,870,420,390,2021,6,2,8,17,55,"Wed","Jun","Wed",14.1525,100.3996756,0.5352754,"2021-06-02"
"14957",14957,14957,24731,"20210602_082038_L15670","2021-06-02 08:18:03",-6.23193906322188,53.3372990145435,66240,3660,1080,480,420,720,"[-6.23193906322188,53.3372990145435]","[-6.23306691051839,53.337234950037],[-6.23289625365919,53.3372363136372],[-6.23271215990998,53.3372466365797],[-6.23252665137345,53.3372615732352],[-6.23235507786605,53.3372743581325],[-6.23219982491859,53.3372834219884],[-6.23206527416629,53.3372916010954],[-6.23193906322188,53.3372990145435]",4.8,2.6,52.532,50.085,0.449,448.2695,16.8509824700182,67800,3960,1200,450,420,450,2021,6,2,8,18,3,"Wed","Jun","Wed",14.1525,104.8381124,0.5146438,"2021-06-02"
"14958",14958,14958,24732,"20210602_082038_L15670","2021-06-02 08:18:11",-6.23060419556067,53.3373782742779,69060,2760,1320,360,600,540,"[-6.23060419556067,53.3373782742779]","[-6.23178916430524,53.3373076336024],[-6.23161960543909,53.3373177608035],[-6.23144180191774,53.3373271500828],[-6.23126679422429,53.3373368062073],[-6.23109918333048,53.33734662644],[-6.23093215179212,53.3373565885278],[-6.23076557285492,53.3373672254212],[-6.23060419556067,53.3373782742779]",4.8,2.6,51.42,50.9195,0.428,448.226,15.2238160194012,70410,4380,870,600,420,360,2021,6,2,8,18,11,"Wed","Jun","Wed",14.1525,102.618894,0.4905736,"2021-06-02"
"14959",14959,14959,24733,"20210602_082038_L15670","2021-06-02 08:18:19",-6.22946245651049,53.3374488454774,67920,3900,1260,780,480,360,"[-6.22946245651049,53.3374488454774]","[-6.23045479912944,53.3373881054587],[-6.2303177283018,53.3373968684886],[-6.23020058522608,53.3374043915245],[-6.23007540858998,53.3374135542876],[-6.22992791751718,53.3374229129238],[-6.2297703352864,53.3374317895058],[-6.22961536670028,53.3374401049569],[-6.22946245651049,53.3374488454774]",4.8,2.6,50.53,51.0865,0.427,448.2445,16.005755321613,69720,3900,1200,570,360,360,2021,6,2,8,18,19,"Wed","Jun","Wed",14.1525,100.842721,0.4894274,"2021-06-02"
"14960",14960,14960,24735,"20210602_082038_L15670","2021-06-02 08:18:35",-6.22787788452486,53.3375652115796,67260,3360,960,540,360,660,"[-6.22787788452486,53.3375652115796]","[-6.22823722905148,53.3375413700873],[-6.2281326633047,53.3375487988161],[-6.22805150836593,53.337555005312],[-6.22799131074336,53.3375589683208],[-6.2279466980308,53.3375614495123],[-6.2279144258657,53.3375633209346],[-6.22789211257176,53.3375643405876],[-6.22787788452486,53.3375652115796]",11.9505,2.6,43.3,49.362,0.4495,454.935,18.250031102939,68340,4590,1290,480,600,540,2021,6,2,8,18,35,"Wed","Jun","Wed",27.82783125,86.41381,0.5152169,"2021-06-02"
"14961",14961,14961,24736,"20210602_082038_L15670","2021-06-02 08:18:43",-6.22778894292262,53.3375703095941,65940,3960,840,660,420,120,"[-6.22778894292262,53.3375703095941]","[-6.22786827289433,53.3375657474057],[-6.22786341054573,53.3375660244258],[-6.22785978819818,53.3375662697355],[-6.22784654724937,53.3375670228921],[-6.22783084545942,53.3375679485537],[-6.2278149220314,53.3375687927407],[-6.22780041006474,53.3375694785772],[-6.22778894292262,53.3375703095941]",4.8,5.969,38.739,46.081,0.449,456.062,12.8397368000794,67500,4080,1020,570,360,240,2021,6,2,8,18,43,"Wed","Jun","Wed",20.5957125,77.3114223,0.5146438,"2021-06-02"
"14962",14962,14962,24737,"20210602_082038_L15670","2021-06-02 08:18:51",-6.22748096957819,53.3375893431402,73140,4260,1380,660,300,480,"[-6.22748096957819,53.3375893431402]","[-6.22777272991056,53.3375712424295],[-6.22775756360236,53.3375722690718],[-6.22774097156645,53.3375734342146],[-6.22771324651636,53.3375752181892],[-6.22767317283726,53.3375776041999],[-6.22761634625286,53.337581036441],[-6.22755088115808,53.3375849330424],[-6.22748096957819,53.3375893431402]",77.241,10.111,38.739,41.409,0.442,460.695,15.1787376761833,70290,4290,1050,510,360,360,2021,6,2,8,18,51,"Wed","Jun","Wed",167.0607,77.3114223,0.5066204,"2021-06-02"
"14963",14963,14963,24741,"20210602_082038_L15670","2021-06-02 08:19:23",-6.22454551392908,53.3378126145925,71520,4260,1500,780,720,600,"[-6.22454551392908,53.3378126145925]","[-6.22521142151799,53.3377615409207],[-6.22511238881563,53.3377667650682],[-6.22502085870829,53.3377716337978],[-6.22493618904533,53.3377768796991],[-6.22485219357012,53.337783729782],[-6.22476137873447,53.3377929791062],[-6.22466020694544,53.3378029883578],[-6.22454551392908,53.3378126145925]",122.492,17.576,30.841,32.065,0.499,478.404,16.7283148460813,69750,4080,1230,600,600,390,2021,6,2,8,19,23,"Wed","Jun","Wed",267.88005,61.5493837,0.5719538,"2021-06-02"
"14964",14964,14964,24742,"20210602_082038_L15670","2021-06-02 08:19:31",-6.22366582276756,53.3378749410931,81900,5100,1200,780,720,540,"[-6.22366582276756,53.3378749410931]","[-6.22442220387059,53.3378219611722],[-6.22429579360785,53.3378302763108],[-6.2241722480181,53.3378397136036],[-6.22405617472984,53.3378483436428],[-6.22394825918134,53.3378559971477],[-6.22384702818655,53.3378624659962],[-6.22375337492828,53.3378683790323],[-6.22366582276756,53.3378749410931]",35.509,12.434,34.512,32.065,0.49,479.577,22.8147866114605,103200,7380,1650,840,660,450,2021,6,2,8,19,31,"Wed","Jun","Wed",91.6909875,68.8755984,0.561638,"2021-06-02"
"14965",14965,14965,24743,"20210602_082038_L15670","2021-06-02 08:19:39",-6.22300150449261,53.3379288428255,73500,4020,780,960,600,540,"[-6.22300150449261,53.3379288428255]","[-6.22358270527771,53.3378831661979],[-6.22350396705345,53.337891556019],[-6.22342816248698,53.3378989020753],[-6.22334818132162,53.3379061951011],[-6.22326276151343,53.3379125255493],[-6.22317704004862,53.3379177865533],[-6.22309531865033,53.337922579968],[-6.22300150449261,53.3379288428255]",4.8,11.5885,33.7335,32.732,0.475,469.6295,14.9973655661381,71790,4290,1050,570,450,270,2021,6,2,8,19,39,"Wed","Jun","Wed",31.34300625,67.32194595,0.544445,"2021-06-02"
"14966",14966,14966,24744,"20210602_082038_L15670","2021-06-02 08:19:47",-6.22277041214799,53.3379447278711,67560,3660,1080,660,180,120,"[-6.22277041214799,53.3379447278711]","[-6.22290906452046,53.3379355613592],[-6.22283300586636,53.337940543895],[-6.22278891294537,53.3379435887954],[-6.22277202396779,53.3379446172042],[-6.22277042492753,53.3379447277456],[-6.2227704950209,53.3379447188199],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711]",4.8,8.635,33.956,33.845,0.436,463.4885,15.8739518746863,66900,3690,1080,600,360,390,2021,6,2,8,19,47,"Wed","Jun","Wed",25.6944375,67.7659892,0.4997432,"2021-06-02"
"14967",14967,14967,24745,"20210602_082038_L15670","2021-06-02 08:19:55",-6.22277041214799,53.3379447278711,67920,4080,1200,420,600,720,"[-6.22277041214799,53.3379447278711]","[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711]",4.8,8.095,38.405,34.512,0.42,461.7845,18.8968240615456,67500,4080,1140,660,540,540,2021,6,2,8,19,55,"Wed","Jun","Wed",24.6616875,76.6448585,0.481404,"2021-06-02"
"14968",14968,14968,24746,"20210602_082038_L15670","2021-06-02 08:20:03",-6.22277041214799,53.3379447278711,66480,3300,780,660,360,300,"[-6.22277041214799,53.3379447278711]","[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711]",4.8,2.6,43.856,37.07,0.407,464.049,14.1672327315427,68160,3990,990,540,420,300,2021,6,2,8,20,3,"Wed","Jun","Wed",14.1525,87.5234192,0.4665034,"2021-06-02"
"14969",14969,14969,24747,"20210602_082038_L15670","2021-06-02 08:20:11",-6.22277041214799,53.3379447278711,68400,3060,1020,720,300,360,"[-6.22277041214799,53.3379447278711]","[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711]",4.8,2.6,51.531,40.4075,0.401,459.0115,13.7668805984914,67530,3690,780,570,390,300,2021,6,2,8,20,11,"Wed","Jun","Wed",14.1525,102.8404167,0.4596262,"2021-06-02"
"14970",14970,14970,24748,"20210602_082038_L15670","2021-06-02 08:20:19",-6.22277041214799,53.3379447278711,73680,4440,720,300,240,480,"[-6.22277041214799,53.3379447278711]","[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711]",4.8,2.6,51.198,48.417,0.409,460.731,15.1937207168391,69120,4140,960,600,300,420,2021,6,2,8,20,19,"Wed","Jun","Wed",14.1525,102.1758486,0.4687958,"2021-06-02"
"14971",14971,14971,24749,"20210602_082038_L15670","2021-06-02 08:20:27",-6.22241015283921,53.3379286893647,71580,3840,840,840,540,360,"[-6.22241015283921,53.3379286893647]","[-6.22277041214799,53.3379447278711],[-6.22277041214799,53.3379447278711],[-6.2227704020121,53.3379447267264],[-6.22276399154282,53.3379451560769],[-6.22272024802713,53.3379461976044],[-6.22263857733261,53.3379455964337],[-6.22253312508823,53.3379378330516],[-6.22241015283921,53.3379286893647]",4.8,2.6,49.418,50.141,0.467,464.628,16.7461098954136,72060,3840,1020,690,420,360,2021,6,2,8,20,27,"Wed","Jun","Wed",14.1525,98.6235026,0.5352754,"2021-06-02"
"14972",14972,14972,24750,"20210602_082038_L15670","2021-06-02 08:20:35",-6.22169883129866,53.3379447680441,68040,3960,1380,600,300,240,"[-6.22169883129866,53.3379447680441]","[-6.22225953682419,53.3379213544135],[-6.22209122423056,53.3379205829274],[-6.22194592041422,53.3379268884082],[-6.22183706904535,53.3379352285723],[-6.22176721443365,53.3379407583743],[-6.22173433413165,53.3379432884802],[-6.22172009265869,53.3379442837411],[-6.22169883129866,53.3379447680441]",4.8,2.6,48.4725,50.419,0.4395,459.028,14.8779779353523,68100,4110,1080,630,420,300,2021,6,2,8,20,35,"Wed","Jun","Wed",14.1525,96.73656825,0.5037549,"2021-06-02"
"14973",14973,14973,24751,"20210602_082038_L15670","2021-06-02 08:20:43",-6.22119364970002,53.3380072328217,68520,4680,1200,540,420,240,"[-6.22119364970002,53.3380072328217]","[-6.22164481700578,53.3379428030918],[-6.22155738055953,53.3379490435853],[-6.22144897576048,53.3379695541606],[-6.22135589948547,53.3379868971109],[-6.22128452475918,53.3379974800745],[-6.22123313198403,53.3380032857351],[-6.22120226974902,53.338006393309],[-6.22119364970002,53.3380072328217]",4.8,2.6,48.75,49.418,0.437,461.825,13.8181410229414,68520,3750,1110,660,360,300,2021,6,2,8,20,43,"Wed","Jun","Wed",14.1525,97.290375,0.5008894,"2021-06-02"
"14974",14974,14974,24752,"20210602_082038_L15670","2021-06-02 08:20:51",-6.2211936344802,53.3380072516806,71280,4740,900,420,420,420,"[-6.2211936344802,53.3380072516806]","[-6.22119373185542,53.3380072316684],[-6.22119370561945,53.3380072401845],[-6.22119363392065,53.3380072527658],[-6.22119363392065,53.3380072527658],[-6.22119363392065,53.3380072527658],[-6.22119367953376,53.3380072477842],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806]",4.8,2.6,48.862,48.75,0.46,460.7155,16.0305445965765,68670,3960,810,540,390,390,2021,6,2,8,20,51,"Wed","Jun","Wed",14.1525,97.5138934,0.527252,"2021-06-02"
"14975",14975,14975,24753,"20210602_082038_L15670","2021-06-02 08:20:59",-6.2211936344802,53.3380072516806,70380,3660,900,1080,300,360,"[-6.2211936344802,53.3380072516806]","[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806]",4.8,10.835,45.969,48.528,0.4555,467.445,15.6198063945176,69750,3930,930,540,330,390,2021,6,2,8,20,59,"Wed","Jun","Wed",29.9019375,91.7403333,0.5220941,"2021-06-02"
"14976",14976,14976,24754,"20210602_082038_L15670","2021-06-02 08:21:07",-6.2211936344802,53.3380072516806,69000,4140,1380,900,420,480,"[-6.2211936344802,53.3380072516806]","[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806],[-6.2211936344802,53.3380072516806]",28.6365,24.759,37.627,48.25,0.4655,487.579,16.822253452042,68670,4350,1350,630,450,510,2021,6,2,8,21,7,"Wed","Jun","Wed",102.11889375,75.0922039,0.5335561,"2021-06-02"
"14977",14977,14977,24755,"20210602_082038_L15670","2021-06-02 08:21:15",-6.22079391186583,53.3380584910335,184680,21000,1980,1020,540,480,"[-6.22079391186583,53.3380584910335]","[-6.2211936344802,53.3380072516806],[-6.22119337534668,53.3380072722492],[-6.22118896084975,53.3380076997402],[-6.2211586113761,53.3380110641699],[-6.2211003736987,53.3380179384869],[-6.22101236554114,53.338030013669],[-6.22090547325604,53.3380437100732],[-6.22079391186583,53.3380584910335]",132.7625,28.4875,30.508,41.9095,0.571,497.7615,16.5575697417772,70560,4620,1230,570,480,420,2021,6,2,8,21,15,"Wed","Jun","Wed",308.390625,60.8848156,0.6544802,"2021-06-02"
"14978",14978,14978,24757,"20210602_082038_L15670","2021-06-02 08:21:31",-6.21840301341701,53.3383930272437,66660,4260,1620,720,360,180,"[-6.21840301341701,53.3383930272437]","[-6.21950909220461,53.3382108235156],[-6.21935304451687,53.3382301219084],[-6.2191944563637,53.3382495192367],[-6.21903523925829,53.3382703404339],[-6.21887739654179,53.3382941792314],[-6.21871953802833,53.3383214378289],[-6.21856209880283,53.3383540686193],[-6.21840301341701,53.3383930272437]",4.8,8.146,30.73,30.508,0.6485,491.182,17.4164730415675,70590,4950,1140,750,600,330,2021,6,2,8,21,31,"Wed","Jun","Wed",24.759225,61.327861,0.7433107,"2021-06-02"
"14979",14979,14979,24758,"20210602_082038_L15670","2021-06-02 08:21:39",-6.21727617584591,53.3388817435465,65640,3840,1200,900,480,540,"[-6.21727617584591,53.3388817435465]","[-6.21824138723481,53.3384391626428],[-6.2180853044398,53.3384909029494],[-6.21793686330458,53.3385475003743],[-6.21779525150933,53.3386088102582],[-6.21765780355135,53.3386739194297],[-6.21752419643686,53.3387422728368],[-6.21739926931509,53.3388118937587],[-6.21727617584591,53.3388817435465]",4.8,2.6,38.183,30.508,0.552,478.322,17.7029768977346,68460,4110,1320,660,480,480,2021,6,2,8,21,39,"Wed","Jun","Wed",14.1525,76.2018131,0.6327024,"2021-06-02"
"14980",14980,14980,24759,"20210602_082038_L15670","2021-06-02 08:21:47",-6.21629762613873,53.3394347220276,66300,4440,1380,780,780,420,"[-6.21629762613873,53.3394347220276]","[-6.21715425704094,53.338949354711],[-6.21702930262549,53.3390171289649],[-6.21690387910848,53.339087227164],[-6.21678130219889,53.3391578019916],[-6.21665879274159,53.3392267712246],[-6.21653927731716,53.3392949971489],[-6.21641987046155,53.3393641305538],[-6.21629762613873,53.3394347220276]",4.8,2.6,45.191,34.735,0.493,473.3,16.9824557562477,66660,4290,1380,660,570,420,2021,6,2,8,21,47,"Wed","Jun","Wed",14.1525,90.1876787,0.5650766,"2021-06-02"
"14981",14981,14981,24763,"20210602_082038_L15670","2021-06-02 08:22:19",-6.21381103228918,53.3419241147365,76320,8160,2640,1680,1560,1080,"[-6.21381103228918,53.3419241147365]","[-6.21345992762512,53.341238305511],[-6.21343749764053,53.3413265353944],[-6.21342511365358,53.3414201508207],[-6.2134446881703,53.3415176215541],[-6.21350717984454,53.3416160417163],[-6.21359781247554,53.3417153936042],[-6.21370181747887,53.3418187945691],[-6.21381103228918,53.3419241147365]",4.8,2.6,45.524,49.696,0.4065,465.527,18.3137996012158,68400,4140,1200,840,660,510,2021,6,2,8,22,19,"Wed","Jun","Wed",14.1525,90.8522468,0.4659303,"2021-06-02"
"14982",14982,14982,24764,"20210602_082038_L15670","2021-06-02 08:22:27",-6.21494195848571,53.3426138293538,73320,5100,1500,660,480,780,"[-6.21494195848571,53.3426138293538]","[-6.21392665776605,53.3420269970486],[-6.21405159449038,53.3421246483501],[-6.21418266778628,53.3422178753221],[-6.21431899171443,53.3423060289768],[-6.21446457905693,53.342390194396],[-6.21461932206605,53.3424710621963],[-6.21477736093604,53.3425447563582],[-6.21494195848571,53.3426138293538]",4.8,5.432,42.076,48.194,0.411,467.6625,19.9958017933478,75180,5190,1560,900,480,540,2021,6,2,8,22,27,"Wed","Jun","Wed",19.5687,83.9710732,0.4710882,"2021-06-02"
