"","X.2","X.1","X","run_id","timestamp_new","longitude","latitude","pm_ch1_perL","pm_ch2_perL","pm_ch3_perL","pm_ch4_perL","pm_ch5_perL","pm_ch6_perL","point_geojson","line_geojson","no_ppb_8sMedian","no2_ppb_8sMedian","o3_ppb_8sMedian","o3_ppb_32sMedian","co_ppm__8sMedian","co2_ppm_8sMedian","pm25_8sMedian","pnc_ch1_w8_rolling_median","pnc_ch2_w8_rolling_median","pnc_ch3_w8_rolling_median","pnc_ch4_w8_rolling_median","pnc_ch5_w8_rolling_median","pnc_ch6_w8_rolling_median","datetime_y","datetime_m","datetime_d","datetime_h","datetime_min","datetime_sec","datetime_wd","date_m","wday","NO2_8s","O3_8s","CO_8s","Date"
"238452",238452,238452,332467,"20211203_102021_L15670","2021-12-03 10:34:25",-6.29804828343454,53.3470742218148,14520,4860,2160,900,300,60,"[-6.29804828343454,53.3470742218148]","[-6.29797947726226,53.3470690463387],[-6.29803153571837,53.3470732759846],[-6.29804588963291,53.347074092103],[-6.2980484176798,53.3470742277114],[-6.29804840825534,53.3470742269606],[-6.29804840825534,53.3470742269606],[-6.29804839146493,53.3470742261404],[-6.29804828343454,53.3470742218148]",4.8,2.6,22.832,22.7765,0.418,503.3105,10.9180710650789,15510,4440,1950,840,300,270,2021,12,3,10,34,25,"Fri","Dec","Fri",14.1525,45.5658224,0.4791116,"2021-12-03"
"238453",238453,238453,332468,"20211203_102021_L15670","2021-12-03 10:34:33",-6.29828687240968,53.3470877848882,15900,4080,2100,660,300,360,"[-6.29828687240968,53.3470877848882]","[-6.29805467533435,53.3470745475627],[-6.29808024528947,53.3470759485897],[-6.29811950545514,53.3470781058515],[-6.29816130074685,53.3470801537839],[-6.29820063267721,53.3470825029677],[-6.29823499133776,53.3470846013706],[-6.29826390690882,53.3470863384941],[-6.29828687240968,53.3470877848882]",4.8,6.974,22.387,22.7765,0.4085,505.583,11.8109197911342,15300,4500,2280,660,300,360,2021,12,3,10,34,33,"Fri","Dec","Fri",22.517775,44.6777359,0.4682227,"2021-12-03"
"238454",238454,238454,332469,"20211203_102021_L15670","2021-12-03 10:34:41",-6.29832123861204,53.3470901467577,15720,3480,2220,480,600,300,"[-6.29832123861204,53.3470901467577]","[-6.29830508258065,53.3470889842488],[-6.29831606443927,53.3470897924118],[-6.29832061329816,53.3470901117323],[-6.29832106606399,53.3470901360762],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577]",4.8,2.6,22.721,22.7765,0.399,507.893,10.0880124089246,16080,4590,2100,660,300,180,2021,12,3,10,34,41,"Fri","Dec","Fri",14.1525,45.3442997,0.4573338,"2021-12-03"
"238455",238455,238455,332470,"20211203_102021_L15670","2021-12-03 10:34:49",-6.29832123861204,53.3470901467577,15120,4680,1500,540,300,480,"[-6.29832123861204,53.3470901467577]","[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577]",4.8,2.6,25.891,22.721,0.398,501.6465,12.1798475604758,15210,4620,1920,630,360,240,2021,12,3,10,34,49,"Fri","Dec","Fri",14.1525,51.6706687,0.4561876,"2021-12-03"
"238456",238456,238456,332471,"20211203_102021_L15670","2021-12-03 10:34:57",-6.29832123861204,53.3470901467577,13140,3540,2100,660,780,120,"[-6.29832123861204,53.3470901467577]","[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577]",4.8,2.6,29.618,23.833,0.379,502.744,11.3950224238038,13320,4170,2040,720,360,270,2021,12,3,10,34,57,"Fri","Dec","Fri",14.1525,59.1086426,0.4344098,"2021-12-03"
"238457",238457,238457,332472,"20211203_102021_L15670","2021-12-03 10:35:05",-6.29832123861204,53.3470901467577,14100,5100,1620,540,360,60,"[-6.29832123861204,53.3470901467577]","[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577]",4.8,2.6,32.287,28.06,0.372,502.7895,8.63821357866722,14220,4500,2040,630,240,210,2021,12,3,10,35,5,"Fri","Dec","Fri",14.1525,64.4351659,0.4263864,"2021-12-03"
"238458",238458,238458,332473,"20211203_102021_L15670","2021-12-03 10:35:13",-6.29832123861204,53.3470901467577,16620,4260,1620,540,180,120,"[-6.29832123861204,53.3470901467577]","[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577]",4.8,2.6,30.841,30.73,0.367,497.2115,8.93216392207007,15030,4230,1920,570,300,150,2021,12,3,10,35,13,"Fri","Dec","Fri",14.1525,61.5493837,0.4206554,"2021-12-03"
"238459",238459,238459,332474,"20211203_102021_L15670","2021-12-03 10:35:21",-6.29832123547439,53.3470901463955,15360,4620,1980,720,180,180,"[-6.29832123547439,53.3470901463955]","[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123861204,53.3470901467577],[-6.29832123547439,53.3470901463955]",4.8,2.6,28.95,30.3965,0.3675,499.985,8.95068806573525,15840,4500,1800,660,360,180,2021,12,3,10,35,21,"Fri","Dec","Fri",14.1525,57.775515,0.4212285,"2021-12-03"
"238460",238460,238460,332478,"20211203_102021_L15670","2021-12-03 10:35:53",-6.29832131245761,53.3470901155881,16680,4980,2100,900,480,240,"[-6.29832131245761,53.3470901155881]","[-6.29832078938962,53.3470900921676],[-6.29832076840161,53.3470900908012],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881]",4.8,2.6,26.837,26.837,0.3635,494.424,12.6621836341323,16800,4560,1860,840,480,300,2021,12,3,10,35,53,"Fri","Dec","Fri",14.1525,53.5586009,0.4166437,"2021-12-03"
"238461",238461,238461,332479,"20211203_102021_L15670","2021-12-03 10:36:01",-6.29832131245761,53.3470901155881,18000,5400,1980,780,480,420,"[-6.29832131245761,53.3470901155881]","[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881],[-6.29832131245761,53.3470901155881]",4.8,2.6,26.837,26.837,0.351,492.1755,11.9461932588478,17460,5400,1800,840,450,240,2021,12,3,10,36,1,"Fri","Dec","Fri",14.1525,53.5586009,0.4023162,"2021-12-03"
