"","X.2","X.1","X","run_id","timestamp_new","longitude","latitude","pm_ch1_perL","pm_ch2_perL","pm_ch3_perL","pm_ch4_perL","pm_ch5_perL","pm_ch6_perL","point_geojson","line_geojson","no_ppb_8sMedian","no2_ppb_8sMedian","o3_ppb_8sMedian","o3_ppb_32sMedian","co_ppm__8sMedian","co2_ppm_8sMedian","pm25_8sMedian","pnc_ch1_w8_rolling_median","pnc_ch2_w8_rolling_median","pnc_ch3_w8_rolling_median","pnc_ch4_w8_rolling_median","pnc_ch5_w8_rolling_median","pnc_ch6_w8_rolling_median","datetime_y","datetime_m","datetime_d","datetime_h","datetime_min","datetime_sec","datetime_wd","date_m","wday","NO2_8s","O3_8s","CO_8s","Date"
"275938",275938,275938,389729,"20220117_101126_L15670","2022-01-17 10:51:05",-6.28482202238144,53.3444303211289,111720,25260,5040,1200,300,360,"[-6.28482202238144,53.3444303211289]","[-6.28476788781837,53.3451449952913],[-6.28480026001482,53.3450587403428],[-6.28482073159221,53.3449806297822],[-6.28482756294657,53.3448938534911],[-6.28482739858205,53.344781571701],[-6.28482574808151,53.3446557485146],[-6.28482372557327,53.3445371130755],[-6.28482202238144,53.3444303211289]",4.8,48.017,1.4,1.4,0.595,592.815,23.4862375428362,104970,18840,3390,870,360,360,2022,1,17,10,51,5,"Mon","Jan","Mon",101.0125125,2.79398,0.681989,"2022-01-17"
"275939",275939,275939,389749,"20220117_101126_L15670","2022-01-17 10:53:45",-6.29291217351413,53.3426235891775,74880,9840,2160,600,240,360,"[-6.29291217351413,53.3426235891775]","[-6.29291217351413,53.3426235891775],[-6.29291217351413,53.3426235891775],[-6.29291217351413,53.3426235891775],[-6.29291217351413,53.3426235891775],[-6.29291217351413,53.3426235891775],[-6.29291217351413,53.3426235891775],[-6.29291217351413,53.3426235891775],[-6.29291217351413,53.3426235891775]",4.8,61.5605,1.4,1.4,1.6155,617.67,17.7298721845582,73980,9150,2370,1140,390,330,2022,1,17,10,53,45,"Mon","Jan","Mon",126.91445625,2.79398,1.8516861,"2022-01-17"
"275940",275940,275940,389750,"20220117_101126_L15670","2022-01-17 10:53:53",-6.29334415291327,53.3425283567674,67620,9060,2760,1620,420,420,"[-6.29334415291327,53.3425283567674]","[-6.29291213853028,53.342623597275],[-6.29291534221272,53.3426229138161],[-6.29294429919065,53.3426167376655],[-6.2930007354799,53.3426046182829],[-6.29307162496874,53.3425890420079],[-6.29315380548329,53.3425708911878],[-6.29324676691928,53.3425499707312],[-6.29334415291327,53.3425283567674]",155.488,83.184,1.4,1.4,1.2875,616.6255,17.2333116641372,70860,9060,2670,840,360,360,2022,1,17,10,53,53,"Mon","Jan","Mon",456.4602,2.79398,1.4757325,"2022-01-17"
"275941",275941,275941,389971,"20220117_101126_L15670","2022-01-17 11:23:21",-6.29089798879624,53.3343080171345,104760,12540,2280,780,600,240,"[-6.29089798879624,53.3343080171345]","[-6.29089514062494,53.3338967857528],[-6.29082281209298,53.3339473665087],[-6.29077415508112,53.3339941167376],[-6.29076666552974,53.3340456866151],[-6.29079401127845,53.3341032804177],[-6.29082770927452,53.3341679612651],[-6.29086231472583,53.3342368004503],[-6.29089798879624,53.3343080171345]",49.541,70.4655,1.4,1.4,0.994,630.543,22.9449700028187,119580,12300,2520,1170,630,270,2022,1,17,11,23,21,"Mon","Jan","Mon",229.51243125,2.79398,1.1393228,"2022-01-17"
"275942",275942,275942,389972,"20220117_101126_L15670","2022-01-17 11:23:29",-6.29111305708614,53.3346866883703,90360,9420,2160,840,540,300,"[-6.29111305708614,53.3346866883703]","[-6.29093510057006,53.3343796240213],[-6.29097181631666,53.3344497374177],[-6.29100558749036,53.3345164935921],[-6.29104211560721,53.3345763357027],[-6.2910738933566,53.33462047682],[-6.29109376090932,53.3346525603843],[-6.29110523796255,53.3346730940351],[-6.29111305708614,53.3346866883703]",4.8,57.082,1.4,1.4,0.866,599.814,19.4118454092959,89940,9570,2340,1140,330,330,2022,1,17,11,23,29,"Mon","Jan","Mon",118.349325,2.79398,0.9926092,"2022-01-17"
"275943",275943,275943,389978,"20220117_101126_L15670","2022-01-17 11:24:17",-6.29251477435096,53.3369373853375,192540,13440,3240,1080,660,360,"[-6.29251477435096,53.3369373853375]","[-6.29203604245491,53.3363432116521],[-6.29212398136099,53.3364314813593],[-6.29220541491721,53.3365123876108],[-6.29228133097113,53.3365919396941],[-6.29235893151472,53.3366822521113],[-6.29242637029025,53.3367731058881],[-6.29247804945999,53.3368546285945],[-6.29251477435096,53.3369373853375]",4.8,47.374,1.4,1.4,0.719,589.198,24.3242026286312,143730,12090,2820,1020,450,360,2022,1,17,11,24,17,"Mon","Jan","Mon",99.782775,2.79398,0.8241178,"2022-01-17"
"275944",275944,275944,389979,"20220117_101126_L15670","2022-01-17 11:24:25",-6.29270031772618,53.3375524825646,93660,9060,2820,1020,240,300,"[-6.29270031772618,53.3375524825646]","[-6.29254824862647,53.3370373515851],[-6.29257924530178,53.3371384172347],[-6.2926073898157,53.3372292938162],[-6.29263257452921,53.337309123916],[-6.29265328199503,53.3373789155598],[-6.29267174344436,53.3374422920423],[-6.29268617930551,53.3374969346145],[-6.29270031772618,53.3375524825646]",4.8,41.0885,1.4,1.4,0.711,589.158,23.2342852968121,137880,11130,2790,1050,420,300,2022,1,17,11,24,25,"Mon","Jan","Mon",87.76175625,2.79398,0.8149482,"2022-01-17"
"275945",275945,275945,389980,"20220117_101126_L15670","2022-01-17 11:24:33",-6.29289110851255,53.3381527298036,83760,8820,2400,1020,780,60,"[-6.29289110851255,53.3381527298036]","[-6.29272285339264,53.3376208824772],[-6.29275046140899,53.3377013780273],[-6.29277982427537,53.3377940615262],[-6.29280671349486,53.3378838089493],[-6.29283133776964,53.3379666526847],[-6.29285246964061,53.3380409231032],[-6.2928712484006,53.3381036964313],[-6.29289110851255,53.3381527298036]",4.8,43.9515,1.4,1.4,0.666,584.8215,18.2567191365325,84720,8910,2490,1020,480,210,2022,1,17,11,24,33,"Mon","Jan","Mon",93.23724375,2.79398,0.7633692,"2022-01-17"
"275946",275946,275946,389981,"20220117_101126_L15670","2022-01-17 11:24:41",-6.2933717792596,53.3382354648022,81180,8940,2820,900,420,300,"[-6.2933717792596,53.3382354648022]","[-6.2929165470579,53.3381908037645],[-6.29293490329251,53.3382152242186],[-6.29294920541936,53.3382306450564],[-6.29297691017529,53.3382485538798],[-6.29303354777582,53.3382631196284],[-6.29312339503665,53.3382626593003],[-6.29324132609836,53.3382508482819],[-6.2933717792596,53.3382354648022]",23.6035,47.264,1.4,1.4,0.6525,584.813,16.957195693017,82980,9060,2250,900,450,240,2022,1,17,11,24,41,"Mon","Jan","Mon",135.53409375,2.79398,0.7478955,"2022-01-17"
"275947",275947,275947,389982,"20220117_101126_L15670","2022-01-17 11:24:49",-6.29387582522968,53.3378582024777,86340,9360,2160,1080,600,300,"[-6.29387582522968,53.3378582024777]","[-6.29349111214525,53.3382214100743],[-6.29358565777482,53.3382018327259],[-6.2936549213895,53.338164861523],[-6.29370851283246,53.3381086010882],[-6.29375722483585,53.3380394609918],[-6.29379894379694,53.3379748090421],[-6.29383569368775,53.3379180175434],[-6.29387582522968,53.3378582024777]",4.8,45.845,1.4,1.4,0.644,583.751,19.417732402623,84990,9090,2340,990,480,330,2022,1,17,11,24,49,"Mon","Jan","Mon",96.8585625,2.79398,0.7381528,"2022-01-17"
