"","X.2","X.1","X","run_id","timestamp_new","longitude","latitude","pm_ch1_perL","pm_ch2_perL","pm_ch3_perL","pm_ch4_perL","pm_ch5_perL","pm_ch6_perL","point_geojson","line_geojson","no_ppb_8sMedian","no2_ppb_8sMedian","o3_ppb_8sMedian","o3_ppb_32sMedian","co_ppm__8sMedian","co2_ppm_8sMedian","pm25_8sMedian","pnc_ch1_w8_rolling_median","pnc_ch2_w8_rolling_median","pnc_ch3_w8_rolling_median","pnc_ch4_w8_rolling_median","pnc_ch5_w8_rolling_median","pnc_ch6_w8_rolling_median","datetime_y","datetime_m","datetime_d","datetime_h","datetime_min","datetime_sec","datetime_wd","date_m","wday","NO2_8s","O3_8s","CO_8s","Date"
"343863",343863,343863,484506,"20220329_110120_L15670","2022-03-29 10:59:49",-6.23892529778105,53.347471004314,162960,23160,1140,300,300,180,"[-6.23892529778105,53.347471004314]","[-6.23878990776122,53.3474634459989],[-6.23878990776122,53.3474634459989],[-6.23878990776122,53.3474634459989],[-6.23878990149999,53.3474634443746],[-6.23878966188334,53.3474634207818],[-6.2388017279048,53.3474641259649],[-6.23885057708966,53.3474667915045],[-6.23892529778105,53.347471004314]",92.905,9.8505,25.168,25.168,0.306,472.335,23.9152220820094,160830,22260,1590,420,240,270,2022,3,29,10,59,49,"Tue","Mar","Tue",196.51989375,50.2277776,0.3507372,"2022-03-29"
"343864",343864,343864,484507,"20220329_110120_L15670","2022-03-29 10:59:57",-6.23918826716045,53.3474865432978,160200,19920,1620,360,180,240,"[-6.23918826716045,53.3474865432978]","[-6.23899739266152,53.3474752910556],[-6.23904939917678,53.3474783427673],[-6.23908806589748,53.3474806394802],[-6.23911362847098,53.3474821824553],[-6.23913140227229,53.3474831625258],[-6.23914547961702,53.3474840078022],[-6.23916368677152,53.3474850103616],[-6.23918826716045,53.3474865432978]",54.243,14.979,21.831,25.001,0.314,491.7845,22.1181786431372,159420,21870,1470,300,240,180,2022,3,29,10,59,57,"Tue","Mar","Tue",132.387075,43.5681267,0.3599068,"2022-03-29"
"343865",343865,343865,484508,"20220329_110120_L15670","2022-03-29 11:00:05",-6.23929178802401,53.347492872772,160080,23220,1140,540,240,180,"[-6.23929178802401,53.347492872772]","[-6.23921433516037,53.3474881271119],[-6.23923873117486,53.3474896543855],[-6.23925986254958,53.3474909531017],[-6.23927611570137,53.347491936029],[-6.23928704562234,53.3474926102584],[-6.23929163998019,53.3474928553925],[-6.2392917969551,53.347492867619],[-6.23929178802401,53.347492872772]",17.933,6.959,20.051,23.8335,0.3195,494.585,23.5579721293426,158700,21240,1710,390,270,240,2022,3,29,11,0,5,"Tue","Mar","Tue",47.60595,40.0157807,0.3662109,"2022-03-29"
"343866",343866,343866,484509,"20220329_110120_L15670","2022-03-29 11:00:13",-6.23929182830571,53.3474928665783,157860,22020,1680,600,240,420,"[-6.23929182830571,53.3474928665783]","[-6.23929178802401,53.347492872772],[-6.23929178802401,53.347492872772],[-6.23929178802401,53.347492872772],[-6.23929178802401,53.347492872772],[-6.23929178802401,53.347492872772],[-6.23929178817908,53.3474928726314],[-6.23929180704879,53.3474928718905],[-6.23929182830571,53.3474928665783]",4.8,6.0685,20.719,21.108,0.318,491.2455,22.5123572501737,157860,20310,1380,390,330,150,2022,3,29,11,0,13,"Tue","Mar","Tue",20.78600625,41.3489083,0.3644916,"2022-03-29"
"343867",343867,343867,484510,"20220329_110120_L15670","2022-03-29 11:00:21",-6.23929180147789,53.347492867004,155580,21360,1320,360,240,180,"[-6.23929180147789,53.347492867004]","[-6.23929182828333,53.3474928661071],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004]",4.8,2.6,22.276,20.83,0.3115,486.2615,22.5896607360352,158640,20910,1440,330,300,180,2022,3,29,11,0,21,"Tue","Mar","Tue",14.1525,44.4562132,0.3570413,"2022-03-29"
"343868",343868,343868,484511,"20220329_110120_L15670","2022-03-29 11:00:29",-6.23929180147789,53.347492867004,156540,22020,1800,300,360,60,"[-6.23929180147789,53.347492867004]","[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004]",4.8,2.6,23.611,20.719,0.31,476.2575,21.5589357626092,156990,20340,1560,360,210,180,2022,3,29,11,0,29,"Tue","Mar","Tue",14.1525,47.1204727,0.355322,"2022-03-29"
"343869",343869,343869,484512,"20220329_110120_L15670","2022-03-29 11:00:37",-6.23932578996959,53.3474947644131,158640,20220,1260,120,180,0,"[-6.23932578996959,53.3474947644131]","[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929180147789,53.347492867004],[-6.23929179357157,53.3474928660216],[-6.2392961884912,53.3474931162464],[-6.23931323914968,53.3474941017419],[-6.23932578996959,53.3474947644131]",4.8,2.6,24.834,23.388,0.299,466.776,20.2099633982288,158520,21690,1380,240,120,120,2022,3,29,11,0,37,"Tue","Mar","Tue",14.1525,49.5612138,0.3427138,"2022-03-29"
"343870",343870,343870,484513,"20220329_110120_L15670","2022-03-29 11:00:45",-6.23932453865949,53.3474947178309,154800,20220,1020,300,120,120,"[-6.23932453865949,53.3474947178309]","[-6.23932494369614,53.3474947346987],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309]",4.8,2.6,26.503,24.167,0.298,462.3275,20.091450529365,157800,21030,1140,270,120,90,2022,3,29,11,0,45,"Tue","Mar","Tue",14.1525,52.8920371,0.3415676,"2022-03-29"
"343871",343871,343871,484514,"20220329_110120_L15670","2022-03-29 11:00:53",-6.23932453865949,53.3474947178309,158640,20760,1320,360,240,60,"[-6.23932453865949,53.3474947178309]","[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309]",4.8,2.6,28.06,25.724,0.2885,461.253,19.8858141900621,155550,20190,1260,300,180,60,2022,3,29,11,0,53,"Tue","Mar","Tue",14.1525,55.999342,0.3306787,"2022-03-29"
"343872",343872,343872,484515,"20220329_110120_L15670","2022-03-29 11:01:01",-6.23932453865949,53.3474947178309,156120,20760,1440,120,180,120,"[-6.23932453865949,53.3474947178309]","[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309],[-6.23932453865949,53.3474947178309]",128.2605,2.6,28.839,27.56,0.2995,466.833,21.6112178270713,155070,21000,1530,360,210,180,2022,3,29,11,1,1,"Tue","Mar","Tue",250.27070625,57.5539923,0.3432869,"2022-03-29"
