"","X.2","X.1","X","run_id","timestamp_new","longitude","latitude","pm_ch1_perL","pm_ch2_perL","pm_ch3_perL","pm_ch4_perL","pm_ch5_perL","pm_ch6_perL","point_geojson","line_geojson","no_ppb_8sMedian","no2_ppb_8sMedian","o3_ppb_8sMedian","o3_ppb_32sMedian","co_ppm__8sMedian","co2_ppm_8sMedian","pm25_8sMedian","pnc_ch1_w8_rolling_median","pnc_ch2_w8_rolling_median","pnc_ch3_w8_rolling_median","pnc_ch4_w8_rolling_median","pnc_ch5_w8_rolling_median","pnc_ch6_w8_rolling_median","datetime_y","datetime_m","datetime_d","datetime_h","datetime_min","datetime_sec","datetime_wd","date_m","wday","NO2_8s","O3_8s","CO_8s","Date"
"257325",257325,257325,361243,"20211221_101132_L15670","2021-12-21 10:28:14",-6.2519711739086,53.373566143656,14460,3840,2100,840,840,480,"[-6.2519711739086,53.373566143656]","[-6.25225186890672,53.3730789183229],[-6.25220867549947,53.3731497298002],[-6.25216755189735,53.3732185800136],[-6.25213026455997,53.3732833211411],[-6.2520940361218,53.3733483651356],[-6.25205479809233,53.3734169300142],[-6.25201435921161,53.3734898177697],[-6.2519711739086,53.373566143656]",72.648,23.281,16.937,16.937,0.385,495.0445,17.6457293947038,14730,3870,2640,1170,660,480,2021,12,21,10,28,14,"Tue","Dec","Tue",183.4642125,33.8011709,0.441287,"2021-12-21"
"257326",257326,257326,361244,"20211221_101132_L15670","2021-12-21 10:28:22",-6.25153746465225,53.3743563612841,14520,5460,2520,780,900,300,"[-6.25153746465225,53.3743563612841]","[-6.2519237671488,53.373649708173],[-6.25187422280513,53.3737390986455],[-6.25182355408375,53.3738334254181],[-6.25177083178778,53.3739361952936],[-6.25171229740404,53.3740466534311],[-6.25165397525533,53.3741542904829],[-6.25159677720488,53.3742572576927],[-6.25153746465225,53.3743563612841]",123.086,50.7105,13.488,16.2695,0.393,535.8705,20.2176334685539,15660,4140,2400,1290,660,690,2021,12,21,10,28,22,"Tue","Dec","Tue",332.38580625,26.9180016,0.4504566,"2021-12-21"
"257327",257327,257327,361245,"20211221_101132_L15670","2021-12-21 10:28:30",-6.25106076811113,53.3750074298134,15000,4920,2700,1440,300,540,"[-6.25106076811113,53.3750074298134]","[-6.25147675452988,53.3744523551156],[-6.25141471204737,53.3745434931415],[-6.25135141526003,53.3746311402397],[-6.25128916400245,53.3747130392118],[-6.25122872701647,53.3747920656722],[-6.2511701543958,53.3748675535032],[-6.25111406101849,53.3749397998424],[-6.25106076811113,53.3750074298134]",4.8,38.589,10.374,14.7675,0.388,527.1395,20.3083030230647,14760,4710,2190,1170,690,780,2021,12,21,10,28,30,"Tue","Dec","Tue",82.9814625,20.7033918,0.4447256,"2021-12-21"
"257328",257328,257328,361246,"20211221_101132_L15670","2021-12-21 10:28:38",-6.25081215444899,53.3753128158856,13380,3300,1440,420,540,300,"[-6.25081215444899,53.3753128158856]","[-6.25101236041887,53.3750682155385],[-6.25096876247634,53.3751229303995],[-6.2509281183665,53.3751727130519],[-6.25089146983173,53.3752174424091],[-6.25085915003338,53.3752568368291],[-6.25083302444208,53.3752880643369],[-6.25081831501577,53.3753054349874],[-6.25081215444899,53.3753128158856]",4.8,19.89,11.041,11.931,0.381,499.141,14.0398572340989,13860,3390,1800,810,540,420,2021,12,21,10,28,38,"Tue","Dec","Tue",47.219625,22.0345237,0.4367022,"2021-12-21"
"257329",257329,257329,361247,"20211221_101132_L15670","2021-12-21 10:28:46",-6.25081165561314,53.3753134529711,12240,3360,2040,900,660,420,"[-6.25081165561314,53.3753134529711]","[-6.25081173992937,53.3753133557495],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711]",4.8,17.888,13.822,11.486,0.3765,491.4385,14.3494594618835,15090,3570,2130,1050,510,390,2021,12,21,10,28,46,"Tue","Dec","Tue",43.3908,27.5845654,0.4315443,"2021-12-21"
"257330",257330,257330,361248,"20211221_101132_L15670","2021-12-21 10:28:54",-6.25081165561314,53.3753134529711,12960,4020,2700,660,540,360,"[-6.25081165561314,53.3753134529711]","[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711]",4.8,27.2015,15.491,11.486,0.375,499.1405,14.6867940574327,13680,3390,1890,870,600,480,2021,12,21,10,28,54,"Tue","Dec","Tue",61.20286875,30.9153887,0.429825,"2021-12-21"
"257331",257331,257331,361249,"20211221_101132_L15670","2021-12-21 10:29:02",-6.25081165561314,53.3753134529711,15600,4440,2400,720,720,360,"[-6.25081165561314,53.3753134529711]","[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711]",4.8,25.0075,14.489,14.489,0.365,509.6145,15.0321087073196,14220,3780,2220,930,660,360,2021,12,21,10,29,2,"Tue","Dec","Tue",57.00684375,28.9156973,0.418363,"2021-12-21"
"257332",257332,257332,361250,"20211221_101132_L15670","2021-12-21 10:29:10",-6.25081165561314,53.3753134529711,11580,2640,2040,1020,900,240,"[-6.25081165561314,53.3753134529711]","[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711]",4.8,19.244,13.933,14.601,0.359,498.0485,13.9277911379596,13320,2940,2070,1050,510,360,2021,12,21,10,29,10,"Tue","Dec","Tue",45.98415,27.8060881,0.4114858,"2021-12-21"
"257333",257333,257333,361251,"20211221_101132_L15670","2021-12-21 10:29:18",-6.25081165561314,53.3753134529711,15720,3360,1020,1260,600,480,"[-6.25081165561314,53.3753134529711]","[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711]",4.8,15.78,15.046,14.9345,0.348,487.053,14.4870667344471,12600,3210,1950,1050,570,450,2021,12,21,10,29,18,"Tue","Dec","Tue",39.35925,30.0273022,0.3988776,"2021-12-21"
"257334",257334,257334,361252,"20211221_101132_L15670","2021-12-21 10:29:26",-6.25081165561314,53.3753134529711,50220,5760,2400,1380,720,600,"[-6.25081165561314,53.3753134529711]","[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711]",4.8,28.778,16.269,14.9345,0.36,487.054,13.3316530390032,19290,3930,1980,1110,510,330,2021,12,21,10,29,26,"Tue","Dec","Tue",64.217925,32.4680433,0.412632,"2021-12-21"
"257335",257335,257335,361253,"20211221_101132_L15670","2021-12-21 10:29:34",-6.25080195162129,53.3753245383896,20760,3900,1380,540,660,300,"[-6.25080195162129,53.3753245383896]","[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165561314,53.3753134529711],[-6.25081165271881,53.3753134566471],[-6.2508117493436,53.3753133379932],[-6.25080895375104,53.3753165775545],[-6.25080195162129,53.3753245383896]",4.8,26.546,17.938,15.9355,0.357,494.289,14.1845034533016,20580,3570,2040,960,510,390,2021,12,21,10,29,34,"Tue","Dec","Tue",59.949225,35.7988666,0.4091934,"2021-12-21"
"257336",257336,257336,361256,"20211221_101132_L15670","2021-12-21 10:29:58",-6.24931703109235,53.376721238772,13500,2880,1500,1320,780,180,"[-6.24931703109235,53.376721238772]","[-6.24999051193273,53.3762136483694],[-6.24990575788574,53.3762845746777],[-6.24982079433755,53.3763532654223],[-6.24973307836099,53.3764229528907],[-6.24963674631529,53.3764960186778],[-6.24953349800586,53.3765703017909],[-6.24942649952283,53.3766455427271],[-6.24931703109235,53.376721238772]",71.4845,40.4515,12.153,14.656,0.998,531.7665,16.7204596426586,15810,4020,2130,1110,570,510,2021,12,21,10,29,58,"Tue","Dec","Tue",214.0776,24.2537421,1.1439076,"2021-12-21"
"257337",257337,257337,361257,"20211221_101132_L15670","2021-12-21 10:30:06",-6.24846781512249,53.377420723923,17100,4500,1860,900,480,360,"[-6.24846781512249,53.377420723923]","[-6.24920583593207,53.3767980309223],[-6.24909352752821,53.3768762687008],[-6.24898188925903,53.3769589765039],[-6.24887066084822,53.377045997807],[-6.2487606695464,53.377137011738],[-6.24865537773593,53.3772297230947],[-6.24855788173681,53.3773242100067],[-6.24846781512249,53.377420723923]",21.237,32.443,11.931,12.265,0.713,521.3865,15.5246839735524,16050,3780,2010,930,570,480,2021,12,21,10,30,6,"Tue","Dec","Tue",102.663,23.8106967,0.8172406,"2021-12-21"
"257338",257338,257338,361258,"20211221_101132_L15670","2021-12-21 10:30:14",-6.24776298593291,53.3781717504051,12660,4800,2400,600,600,600,"[-6.24776298593291,53.3781717504051]","[-6.24838130357352,53.3775175539612],[-6.24829404705951,53.3776124141614],[-6.24820453918032,53.3777081129483],[-6.24811313482583,53.3778037153813],[-6.24802353407629,53.3778965865049],[-6.24793483365201,53.3779873293676],[-6.24784692649014,53.3780793476332],[-6.24776298593291,53.3781717504051]",4.8,28.3695,12.265,12.265,0.538,511.371,15.416237310881,13290,3660,2400,1050,630,390,2021,12,21,10,30,14,"Tue","Dec","Tue",63.43666875,24.4772605,0.6166556,"2021-12-21"
"257339",257339,257339,361259,"20211221_101132_L15670","2021-12-21 10:30:22",-6.2470916558812,53.3789425922583,14520,4380,2460,840,600,660,"[-6.2470916558812,53.3789425922583]","[-6.24768116852662,53.3782645332864],[-6.24759743279755,53.3783605127847],[-6.24751204240743,53.3784589703164],[-6.24742612286203,53.3785575176445],[-6.24734129981137,53.3786547779029],[-6.24725772426009,53.3787507511791],[-6.24717506926109,53.3788459526992],[-6.2470916558812,53.3789425922583]",62.1895,22.831,15.157,12.265,0.465,508.7435,16.3973321473968,13440,4230,2280,1020,630,540,2021,12,21,10,30,22,"Tue","Dec","Tue",162.60170625,30.2488249,0.532983,"2021-12-21"
"257340",257340,257340,361260,"20211221_101132_L15670","2021-12-21 10:30:30",-6.24638195061673,53.3797700186483,15420,4200,2760,960,720,300,"[-6.24638195061673,53.3797700186483]","[-6.24700420259627,53.3790446790851],[-6.24691564795745,53.3791469038168],[-6.24682738194887,53.3792479481939],[-6.24673909427218,53.3793493650015],[-6.24664892880189,53.3794541627352],[-6.24655833016641,53.3795608689576],[-6.24646977788251,53.3796660755269],[-6.24638195061673,53.3797700186483]",4.8,44.7735,13.488,13.043,0.422,511.164,19.3388860918729,14160,4350,2250,1080,690,660,2021,12,21,10,30,30,"Tue","Dec","Tue",94.80931875,26.9180016,0.4836964,"2021-12-21"
"257341",257341,257341,361261,"20211221_101132_L15670","2021-12-21 10:30:38",-6.24580883597618,53.3804518728124,14460,3000,1980,1200,780,300,"[-6.24580883597618,53.3804518728124]","[-6.24629727670309,53.3798717506348],[-6.24621532792252,53.379969683864],[-6.24613587780756,53.3800637471292],[-6.24606025214982,53.3801533959049],[-6.24598881551849,53.380238088079],[-6.24592261226729,53.3803165886841],[-6.24586289831671,53.3803877374338],[-6.24580883597618,53.3804518728124]",4.8,41.662,10.318,13.488,0.435,510.1415,16.4275492502687,16050,4170,2070,1140,780,480,2021,12,21,10,30,38,"Tue","Dec","Tue",88.858575,20.5916326,0.498597,"2021-12-21"
"257342",257342,257342,361262,"20211221_101132_L15670","2021-12-21 10:30:46",-6.24559292036823,53.3807191301978,15360,3660,2580,900,540,420,"[-6.24559292036823,53.3807191301978]","[-6.24575870724462,53.3805116113477],[-6.2457130364613,53.380566480013],[-6.24567576769723,53.3806115627187],[-6.2456460853552,53.3806486484616],[-6.24562341584445,53.3806781263339],[-6.2456061256726,53.3807014460029],[-6.2455959636628,53.3807155663342],[-6.24559292036823,53.3807191301978]",4.8,38.2265,6.48,12.598,0.46,504.099,15.7696822710184,16620,3780,2160,990,570,480,2021,12,21,10,30,46,"Tue","Dec","Tue",82.28818125,12.932136,0.527252,"2021-12-21"
"257343",257343,257343,361263,"20211221_101132_L15670","2021-12-21 10:30:54",-6.24559308013323,53.3807188324659,13560,2700,2400,960,600,480,"[-6.24559308013323,53.3807188324659]","[-6.24559307850989,53.3807188639912],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659]",4.8,33.734,4.033,8.483,0.474,494.7365,14.3498003410195,14940,3660,2010,960,480,390,2021,12,21,10,30,54,"Tue","Dec","Tue",73.696275,8.0486581,0.5432988,"2021-12-21"
"257344",257344,257344,361264,"20211221_101132_L15670","2021-12-21 10:31:02",-6.24559308013323,53.3807188324659,16440,3060,2220,1140,660,420,"[-6.24559308013323,53.3807188324659]","[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659]",4.8,37.152,4.589,4.923,0.4845,489.744,13.897452468945,14520,3060,1890,1140,630,360,2021,12,21,10,31,2,"Tue","Dec","Tue",80.2332,9.1582673,0.5553339,"2021-12-21"
"257345",257345,257345,361265,"20211221_101132_L15670","2021-12-21 10:31:10",-6.24559304467455,53.3807188713388,13320,3300,1740,1200,660,540,"[-6.24559304467455,53.3807188713388]","[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559308013323,53.3807188324659],[-6.24559307468575,53.3807188229794],[-6.24559304341988,53.3807188723317],[-6.24559304341988,53.3807188723317],[-6.24559304449294,53.3807188704492],[-6.24559304467455,53.3807188713388]",4.8,31.389,5.146,4.923,0.477,490.3195,14.6662234072184,13920,3360,1800,840,600,390,2021,12,21,10,31,10,"Tue","Dec","Tue",69.2114625,10.2698722,0.5467374,"2021-12-21"
"257346",257346,257346,361266,"20211221_101132_L15670","2021-12-21 10:31:18",-6.24559304467455,53.3807188713388,20760,4140,1980,1020,540,660,"[-6.24559304467455,53.3807188713388]","[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388]",4.8,28.145,6.48,4.9785,0.4915,485.8955,14.193819840685,16380,3270,1740,930,480,510,2021,12,21,10,31,18,"Tue","Dec","Tue",63.0073125,12.932136,0.5633573,"2021-12-21"
"257347",257347,257347,361267,"20211221_101132_L15670","2021-12-21 10:31:26",-6.24559304467455,53.3807188713388,19260,3480,1320,720,540,180,"[-6.24559304467455,53.3807188713388]","[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388]",4.8,39.444,4.144,4.9785,0.5085,485.88,14.0299327032749,18480,3420,2010,840,570,360,2021,12,21,10,31,26,"Tue","Dec","Tue",84.61665,8.2701808,0.5828427,"2021-12-21"
"257348",257348,257348,361268,"20211221_101132_L15670","2021-12-21 10:31:34",-6.24559233410823,53.3807198979528,15000,2700,1920,720,480,660,"[-6.24559233410823,53.3807198979528]","[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.24559304467455,53.3807188713388],[-6.2455930371596,53.3807188812993],[-6.2455929810349,53.3807189673476],[-6.24559286921043,53.3807191471242],[-6.24559303818375,53.3807189448425],[-6.24559233410823,53.3807198979528]",4.8,43.592,4.478,5.034,0.515,488.6535,14.7401391947153,15000,3690,1770,1050,510,480,2021,12,21,10,31,34,"Tue","Dec","Tue",92.5497,8.9367446,0.590293,"2021-12-21"
"257349",257349,257349,361270,"20211221_101132_L15670","2021-12-21 10:31:50",-6.24557898125372,53.3807384109361,14040,3240,1680,600,540,540,"[-6.24557898125372,53.3807384109361]","[-6.24557906721664,53.3807383011845],[-6.24557898396324,53.380738413897],[-6.24557898125372,53.3807384109361],[-6.24557898125372,53.3807384109361],[-6.24557898125372,53.3807384109361],[-6.24557898125372,53.3807384109361],[-6.24557898125372,53.3807384109361],[-6.24557898125372,53.3807384109361]",4.8,35.8565,3.588,4.144,0.485,485.367,17.5366297654052,14100,3390,1800,1080,690,510,2021,12,21,10,31,50,"Tue","Dec","Tue",77.75555625,7.1605716,0.555907,"2021-12-21"
"257350",257350,257350,361271,"20211221_101132_L15670","2021-12-21 10:31:58",-6.24556945341697,53.3807524100528,15960,3120,2340,1080,480,300,"[-6.24556945341697,53.3807524100528]","[-6.24557898125372,53.3807384109361],[-6.24557898125372,53.3807384109361],[-6.24557898125372,53.3807384109361],[-6.24557897572439,53.3807384202126],[-6.24557894324317,53.3807384682753],[-6.24557834839324,53.3807393216931],[-6.2455765599656,53.380741888616],[-6.24556945341697,53.3807524100528]",4.8,31.82,3.366,3.811,0.501,483.1685,13.2303312215253,15120,2970,1800,1110,600,300,2021,12,21,10,31,58,"Tue","Dec","Tue",70.03575,6.7175262,0.5742462,"2021-12-21"
"257351",257351,257351,361273,"20211221_101132_L15670","2021-12-21 10:32:14",-6.24508293854506,53.3815056227132,18780,3780,2460,1380,660,240,"[-6.24508293854506,53.3815056227132]","[-6.24533829671647,53.3811231974585],[-6.24530421186185,53.3811725529557],[-6.24527165796019,53.3812178537191],[-6.24523792005172,53.3812663986566],[-6.24520156056223,53.3813202921172],[-6.24516372203951,53.3813786049985],[-6.24512392590225,53.381440750022],[-6.24508293854506,53.3815056227132]",148.468,85.133,1.4,3.032,0.5455,564.927,16.5478017255477,20550,3630,1860,900,510,570,2021,12,21,10,32,14,"Tue","Dec","Tue",446.7619125,2.79398,0.6252521,"2021-12-21"
"257352",257352,257352,361274,"20211221_101132_L15670","2021-12-21 10:32:22",-6.24488334782606,53.3818465060759,16800,4260,2460,1080,780,420,"[-6.24488334782606,53.3818465060759]","[-6.24504336596209,53.3815690481808],[-6.24500813039498,53.3816265520836],[-6.24497727379866,53.3816769169149],[-6.24495109231065,53.3817203717554],[-6.24492924990788,53.3817569874411],[-6.24491172011171,53.3817879893706],[-6.24489638221052,53.3818164912575],[-6.24488334782606,53.3818465060759]",36.64,66.7125,3.477,3.032,0.506,583.204,17.279821028543,16650,3960,2370,1320,690,480,2021,12,21,10,32,22,"Tue","Dec","Tue",197.66165625,6.9390489,0.5799772,"2021-12-21"
