date_hour,parsed_geojson
2022-03-29 10,"[(53.3474634459989, -6.23878990776122), (53.3474634443746, -6.23878990149999), (53.3474634207818, -6.23878966188334), (53.3474641259649, -6.2388017279048), (53.3474667915045, -6.23885057708966), (53.347471004314, -6.23892529778105), (53.3474752910556, -6.23899739266152), (53.3474783427673, -6.23904939917678), (53.3474806394802, -6.23908806589748), (53.3474821824553, -6.23911362847098), (53.3474831625258, -6.23913140227229), (53.3474840078022, -6.23914547961702), (53.3474850103616, -6.23916368677152), (53.3474865432978, -6.23918826716045)]"
