date_hour,parsed_geojson
2022-01-17 10,"[(53.3429662475072, -6.31591479846806), (53.3429662474317, -6.3159147929643), (53.3429662563826, -6.31591454773775), (53.3429654292312, -6.31592678994084), (53.3429630266068, -6.31596558679425), (53.3429591499613, -6.31602850636204), (53.3429539127607, -6.31610643914579), (53.3429484730247, -6.31618861417065), (53.3429431711638, -6.31627001839226), (53.3429373269643, -6.31635481511838), (53.3429310390443, -6.31644912551691), (53.3429238485313, -6.31655461443019), (53.3429155791163, -6.31666440956893), (53.3429079400504, -6.31677009289247), (53.3429028032274, -6.31686844526319), (53.3428971448417, -6.31697196314674), (53.3428902147513, -6.31708709264915), (53.3428826568541, -6.31721053526688), (53.3428743375997, -6.31734055386245), (53.3428651512114, -6.31747613181771), (53.3428556771784, -6.31761952812981), (53.3428440983721, -6.31777367806583), (53.3428275190345, -6.31793420513235), (53.3428098458173, -6.31809689796116), (53.3427977472098, -6.3182573775447), (53.342791210467, -6.31841417571307), (53.3427856875579, -6.31857445750539), (53.3427787118469, -6.31874793027338), (53.3427700624967, -6.31893163465245), (53.3427595325069, -6.3191157427975), (53.3427466289, -6.31930420003004), (53.34273307361, -6.31950193984208), (53.3427196884428, -6.3197048459193), (53.3427059173114, -6.31990970453225), (53.3426903279106, -6.32011702264181), (53.3426730104514, -6.32032613383418), (53.3426535767966, -6.32053677136336), (53.3426313122214, -6.32074877303237), (53.3426068097559, -6.32096119672957), (53.342580588261, -6.32117283067258), (53.3425535103854, -6.32138355425036), (53.3425268600069, -6.32159381273491), (53.3424991717955, -6.32180204690721), (53.3424709625105, -6.32200921772052), (53.3424421448653, -6.32221742888946), (53.3424132821204, -6.32242771397769), (53.3423833079414, -6.32264085146167), (53.3423530986465, -6.32285335150163), (53.3423225737263, -6.32306755390433), (53.3420640783118, -6.32480186334087), (53.3420416601677, -6.3248925998686), (53.3420073335768, -6.32496786504893), (53.3419635370324, -6.32500457350185), (53.3419129365583, -6.32499949374859), (53.3418660727823, -6.32494791314096), (53.3418256540737, -6.32485063972061), (53.3417827175322, -6.32471945378745), (53.3415431858647, -6.32131533830355), (53.3415493058029, -6.32113712373917), (53.3415553128008, -6.32095770799419), (53.3415641259068, -6.32078659375717), (53.3415760924147, -6.32062714876204), (53.3415907928616, -6.320478826054), (53.3416058261718, -6.3203391164757), (53.3416167823252, -6.32020942829135), (53.3416437243599, -6.31967106457294), (53.3416437206774, -6.31967123200573), (53.3416437208638, -6.31967124119262), (53.3416437170245, -6.31967145295699), (53.3416441209529, -6.31966039564704), (53.3416455797053, -6.31961918266745), (53.3416479107626, -6.31955534878975), (53.341650909254, -6.31947446024844), (53.3416543025355, -6.31938937020431), (53.3416585177402, -6.31929502832632), (53.3416640409679, -6.31918621335393), (53.3416679570744, -6.31906498138962), (53.3416698184547, -6.31892934782668), (53.3416766311966, -6.3187750706801), (53.3416893740089, -6.31860154375831), (53.3417056571385, -6.31840831719588), (53.341725433954, -6.3181979056405), (53.341747007382, -6.31797941358405), (53.3417675931883, -6.31777234523502), (53.341786629881, -6.31757822459802), (53.3418047305044, -6.31739918590503), (53.3418218099185, -6.31723403304852), (53.3418382163907, -6.31708191577838), (53.3418558164677, -6.31694553452872), (53.3418875947052, -6.31683559601219), (53.341943549204, -6.31676123915073), (53.3420176339942, -6.31673384980234), (53.342101995431, -6.31674024160111), (53.3424356804708, -6.31678989891073), (53.3424360485207, -6.31678996237836), (53.3424413846583, -6.31679085738051), (53.3424588232006, -6.31679374444998), (53.3424926806782, -6.31679901370637), (53.3425376755253, -6.31680619870968), (53.3425904158283, -6.31681459887824), (53.342653170974, -6.31682445747954), (53.3427112421991, -6.31683166267406), (53.3427638400305, -6.31683874264363), (53.3428137860298, -6.31685754133839), (53.3428528989514, -6.31691203187527), (53.34287302009, -6.31700061503208), (53.342870047054, -6.31711048086371), (53.3428587451275, -6.31724010400346), (53.3428482214925, -6.31737914053103), (53.3427639599811, -6.31900951466113), (53.3427521318529, -6.31921004417636), (53.3427377762438, -6.31941735070478), (53.3427222643797, -6.31963458279598), (53.3427073133926, -6.31985404137241), (53.3426909929321, -6.32007591078677), (53.3426738446365, -6.32029586851944), (53.3426556613568, -6.32051383664619), (53.3426344891579, -6.32073051933079), (53.3426101862127, -6.32094796284646), (53.3425834827948, -6.32116732856533), (53.3425556472894, -6.32138690943881), (53.3425272060135, -6.32160469866131), (53.3424977630711, -6.32181963763577), (53.342468608557, -6.32203307157637), (53.3424389676054, -6.32224774013418), (53.3470517868203, -6.29139974725247), (53.3433235260047, -6.28134354854863), (53.3433790269012, -6.28130811552156), (53.3434512156746, -6.28128131603349), (53.343526132863, -6.28126278369111), (53.3435954860456, -6.281247479992), (53.3436533354606, -6.28123546255791), (53.3436946249185, -6.28122811788456), (53.3437186796395, -6.28122422554947), (53.3451449952913, -6.28476788781837), (53.3450587403428, -6.28480026001482), (53.3449806297822, -6.28482073159221), (53.3448938534911, -6.28482756294657), (53.344781571701, -6.28482739858205), (53.3446557485146, -6.28482574808151), (53.3445371130755, -6.28482372557327), (53.3444303211289, -6.28482202238144), (53.3426235891775, -6.29291217351413), (53.342623597275, -6.29291213853028), (53.3426229138161, -6.29291534221272), (53.3426167376655, -6.29294429919065), (53.3426046182829, -6.2930007354799), (53.3425890420079, -6.29307162496874), (53.3425708911878, -6.29315380548329), (53.3425499707312, -6.29324676691928), (53.3425283567674, -6.29334415291327)]"
